order_id,customer_id,product_id,order_date,ship_date,quantity,discount_percent,courier_partner
ORD035516,C4419,P005,2025-05-10,2025-05-13,4,0.10,DHL
ORD035517,C3969,P001,2026-02-25,2026-02-28,5,0.15,DHL
ORD035518,C3237,P004,2026-03-14,2026-03-29,3,0.15,SwiftEx
ORD035519,C4460,P004,2025-05-12,2025-05-15,3,0.05,DHL
ORD035520,C1702,P001,2025-04-24,,4,0.15,SwiftEx
ORD035521,C0142,P001,2025-05-17,2025-05-30,1,0.05,SwiftEx
ORD035522,C3290,P003,2026-02-02,2026-02-03,3,0.20,DHL
ORD035523,C3628,P004,2025-05-31,2025-06-03,4,0.15,DHL
ORD035524,C3447,P005,2025-08-10,2025-08-14,3,0.10,BlueDart
ORD035525,C4088,P003,2025-05-04,2025-05-07,3,0.25,FedEx
ORD035526,C1650,P006,2025-12-23,2025-12-26,2,0.15,BlueDart
ORD035527,C2000,P005,2026-04-15,2026-04-19,3,0.05,DHL
ORD035528,C2629,P002,2025-03-30,2025-04-09,3,0.10,SwiftEx
ORD035529,C3857,P004,2025-09-26,2025-09-28,1,0.15,DHL
ORD035530,C0032,P006,2025-08-31,2025-09-04,4,0.15,DHL
ORD035531,C3411,P002,2025-10-30,2025-11-03,2,0.10,DHL
ORD035532,C3800,P005,2025-02-17,2025-02-21,4,0.05,FedEx
ORD035533,C1271,P007,2025-05-30,2025-06-02,5,0.15,BlueDart
ORD035534,C2190,P002,2025-06-27,2025-07-01,5,0.15,FedEx
ORD035535,C2845,P002,2026-01-20,2026-01-23,1,0.00,BlueDart
ORD035536,C3966,P001,2025-04-01,2025-04-17,4,0.00,SwiftEx
ORD035537,C1304,P006,2025-08-21,2025-08-25,5,0.00,FedEx
ORD035538,C4358,P003,2026-03-05,2026-03-07,5,0.30,BlueDart
ORD035539,C0136,P004,2025-04-23,2025-05-06,4,0.00,SwiftEx
ORD035540,C4148,P001,2025-05-18,2025-05-19,5,0.15,BlueDart
ORD035541,C4365,P005,2025-11-08,2025-11-10,4,0.00,FedEx
ORD035542,C4209,P007,2025-02-23,2025-02-24,3,0.05,BlueDart
ORD035543,C3344,P004,2025-09-25,2025-09-26,1,0.15,BlueDart
ORD035544,C2982,P004,2025-10-30,2025-11-01,5,0.00,FedEx
ORD035545,C2401,P007,2025-05-15,2025-05-17,1,0.05,BlueDart
ORD035546,C4499,P006,2025-03-10,2025-03-12,3,0.05,DHL
ORD035547,C2029,P001,2025-11-28,2025-12-01,2,0.00,BlueDart
ORD035548,C0457,P007,2025-09-10,2025-09-11,3,0.05,DHL
ORD035549,C2411,P005,2025-01-14,2025-01-15,1,0.05,BlueDart
ORD035550,C2329,P001,2025-08-04,2025-08-08,2,0.00,FedEx
ORD035551,C4581,P005,2025-03-19,2025-03-21,3,0.05,BlueDart
ORD035552,C1469,P001,2025-12-13,2025-12-17,4,0.00,FedEx
ORD035553,C0453,P001,2026-02-16,2026-02-20,1,0.00,DHL
ORD035554,C2771,P004,2025-09-20,2025-09-23,1,0.15,FedEx
ORD035555,C1607,P002,2025-11-18,2025-11-19,4,0.05,FedEx
ORD035556,C1409,P006,2025-11-30,2025-12-02,2,0.15,BlueDart
ORD035557,C4428,P005,2025-03-18,2025-03-21,4,0.00,FedEx
ORD035558,C3782,P005,2025-01-22,2025-01-24,4,0.15,FedEx
ORD035559,C0954,P002,2025-07-07,2025-07-21,3,0.00,SwiftEx
ORD035560,C1384,P007,2025-09-04,2025-09-05,2,0.15,BlueDart
ORD035561,C1096,P003,2025-12-24,2025-12-26,3,0.30,DHL
ORD035562,C4620,P001,2026-02-07,2026-02-08,3,0.10,BlueDart
ORD035563,C1376,P007,2026-03-28,2026-03-30,5,0.00,DHL
ORD035564,C0661,P005,2025-11-13,2025-11-15,3,0.10,BlueDart
ORD035565,C3591,P001,2026-01-09,2026-01-12,1,0.05,DHL
ORD035566,C0882,P006,2025-10-14,2025-10-27,4,0.00,SwiftEx
ORD035567,C3885,P001,2025-09-30,2025-10-03,5,0.00,FedEx
ORD035568,C1900,P004,2025-06-24,2025-06-27,2,0.10,BlueDart
ORD035569,C4057,P004,2025-04-16,2025-04-18,5,0.10,BlueDart
ORD035570,C2720,P004,2026-03-08,2026-03-11,2,0.00,DHL
ORD035571,C1336,P003,2025-09-25,2025-09-28,2,0.20,BlueDart
ORD035572,C0956,P004,2025-08-01,2025-08-04,4,0.15,BlueDart
ORD035573,C0273,P006,2025-09-04,2025-09-05,3,0.05,DHL
ORD035574,C4907,P003,2025-12-09,2025-12-11,2,0.25,DHL
ORD035575,C1481,P002,2025-11-11,2025-11-24,5,0.15,SwiftEx
ORD035576,C1942,P007,2026-04-09,2026-04-13,3,0.05,BlueDart
ORD035577,C1388,P007,2025-10-26,2025-11-11,1,0.00,SwiftEx
ORD035578,C3985,P005,2025-02-20,2025-02-24,4,0.15,FedEx
ORD035579,C3803,P006,2026-01-17,2026-01-21,1,0.05,BlueDart
ORD035580,C0360,P002,2025-04-19,2025-04-22,3,0.10,BlueDart
ORD035581,C2577,P003,2025-12-10,2025-12-12,2,0.30,FedEx
ORD035582,C1950,P007,2026-02-11,2026-02-24,5,0.00,SwiftEx
ORD035583,C2167,P003,2025-01-27,2025-01-28,4,0.30,DHL
ORD035584,C1017,P005,2026-03-15,2026-03-17,3,0.00,DHL
ORD035585,C3377,P001,2025-05-15,2025-05-30,3,0.10,SwiftEx
ORD035586,C1877,P007,2025-08-15,2025-08-18,3,0.05,FedEx
ORD035587,C2486,P006,2025-12-26,2025-12-27,1,0.00,BlueDart
ORD035588,C3300,P007,2026-01-31,2026-02-02,2,0.15,BlueDart
ORD035589,C2841,P002,2025-08-09,2025-08-25,3,0.10,SwiftEx
ORD035590,C1059,P002,2026-01-28,2026-02-09,5,0.10,SwiftEx
ORD035591,C0479,P002,2025-05-30,2025-06-02,2,0.15,DHL
ORD035592,C1867,P001,2025-02-26,2025-02-27,2,0.10,DHL
ORD035593,C2393,P002,2025-08-07,2025-08-09,5,0.00,FedEx
ORD035594,C3110,P005,2026-03-06,2026-03-16,1,0.10,SwiftEx
ORD035595,C3203,P004,2025-01-31,2025-02-13,1,0.10,SwiftEx
ORD035596,C1708,P005,2025-11-30,2025-12-15,2,0.10,SwiftEx
ORD035597,C1547,P003,2025-06-26,2025-06-29,4,0.15,DHL
ORD035598,C0800,P003,2025-07-24,2025-07-25,5,0.15,BlueDart
ORD035599,C3352,P004,2025-10-07,2025-10-09,4,0.10,DHL
ORD035600,C3691,P007,2025-01-29,2025-02-02,4,0.10,FedEx
ORD035601,C3399,P006,2025-10-01,2025-10-04,2,0.15,BlueDart
ORD035602,C0678,P003,2025-01-19,2025-01-31,3,0.20,SwiftEx
ORD035603,C2967,P003,2025-06-12,2025-06-16,2,0.20,BlueDart
ORD035604,C3459,P007,2026-03-06,2026-03-07,5,0.00,DHL
ORD035605,C2980,P006,2025-03-28,2025-03-31,3,0.05,BlueDart
ORD035606,C4824,P003,2025-04-20,2025-04-22,3,0.25,DHL
ORD035607,C1324,P001,2025-09-12,2025-09-14,5,0.10,DHL
ORD035608,C1894,P005,2025-04-13,2025-04-15,1,0.15,BlueDart
ORD035609,C2958,P005,2025-08-13,2025-08-17,2,0.10,BlueDart
ORD035610,C1029,P002,2025-06-02,2025-06-04,5,0.05,BlueDart
ORD035611,C1927,P002,2025-03-14,2025-03-15,3,0.15,DHL
ORD035612,C2082,P002,2025-12-17,2025-12-31,4,0.05,SwiftEx
ORD035613,C1388,P002,2026-02-28,2026-03-01,3,0.05,BlueDart
ORD035614,C4615,P003,2026-01-25,2026-01-27,4,0.25,DHL
ORD035615,C1347,P002,2025-08-07,2025-08-09,2,0.00,BlueDart
ORD035616,C4250,P003,2025-03-09,2025-03-12,3,0.20,BlueDart
ORD035617,C3216,P006,2025-12-23,2025-12-26,1,0.00,FedEx
ORD035618,C1282,P004,2025-01-08,2025-01-11,5,0.00,DHL
ORD035619,C1729,P001,2026-02-09,2026-02-11,4,0.15,FedEx
ORD035620,C1318,P003,2025-11-21,2025-11-24,2,0.20,DHL
ORD035621,C0598,P002,2025-01-15,2025-01-17,2,0.05,BlueDart
ORD035622,C0825,P003,2026-03-28,2026-04-12,5,0.15,SwiftEx
ORD035623,C4554,P004,2025-12-03,2025-12-07,2,0.15,FedEx
ORD035624,C0999,P006,2025-02-03,2025-02-04,2,0.00,DHL
ORD035625,C2922,P002,2025-12-21,2025-12-31,4,0.10,SwiftEx
ORD035626,C2698,P005,2025-08-24,2025-08-26,2,0.15,BlueDart
ORD035627,C4531,P005,2025-05-26,2025-05-28,1,0.10,FedEx
ORD035628,C4697,P004,2025-02-15,2025-02-16,5,0.00,FedEx
ORD035629,C3006,P006,2025-08-01,2025-08-02,5,0.10,DHL
ORD035630,C3177,P001,2025-04-13,2025-04-16,5,0.00,BlueDart
ORD035631,C0916,P007,2025-01-09,2025-01-10,5,0.05,DHL
ORD035632,C2189,P002,2025-08-07,2025-08-10,5,0.00,DHL
ORD035633,C2722,P001,2025-12-05,2025-12-20,4,0.00,SwiftEx
ORD035634,C0298,P005,2026-03-03,2026-03-13,1,0.00,SwiftEx
ORD035635,C0735,P001,2025-06-15,2025-06-16,1,0.10,BlueDart
ORD035636,C3480,P002,2025-05-05,2025-05-06,2,0.15,DHL
ORD035637,C2712,P006,2025-05-17,2025-05-28,3,0.05,SwiftEx
ORD035638,C0047,P006,2025-07-21,2025-07-24,3,0.10,FedEx
ORD035639,C4884,P004,2025-03-21,2025-03-25,5,0.10,BlueDart
ORD035640,C2496,P007,2025-03-26,2025-03-27,1,0.00,DHL
ORD035641,C3945,P003,2026-03-23,2026-03-26,4,0.20,DHL
ORD035642,C4945,P005,2026-03-12,2026-03-13,4,0.10,FedEx
ORD035643,C1626,P002,2025-07-25,2025-07-26,5,0.05,BlueDart
ORD035644,C2532,P004,2026-01-17,2026-01-20,3,0.10,FedEx
ORD035645,C4939,P001,2025-05-21,2025-05-22,5,0.10,FedEx
ORD035646,C2472,P003,2025-01-28,2025-01-30,1,0.20,BlueDart
ORD035647,C0609,P004,2025-08-03,2025-08-06,1,0.00,FedEx
ORD035648,C3910,P003,2026-04-24,2026-04-25,2,0.25,BlueDart
ORD035649,C3378,P003,2026-03-18,2026-03-20,5,0.20,FedEx
ORD035650,C4271,P006,2025-01-03,2025-01-19,5,0.15,SwiftEx
ORD035651,C3759,P006,2026-04-12,2026-04-14,4,0.10,DHL
ORD035652,C2651,P005,2025-02-14,2025-02-18,5,0.05,DHL
ORD035653,C0386,P003,2025-06-27,2025-06-29,1,0.20,DHL
ORD035654,C0599,P003,2026-02-05,2026-02-09,5,0.30,BlueDart
ORD035655,C0760,P006,2026-04-06,2026-04-08,4,0.10,FedEx
ORD035656,C2902,P006,2025-08-04,2025-08-07,2,0.15,FedEx
ORD035657,C2941,P002,2025-06-22,2025-06-26,3,0.05,DHL
ORD035658,C0626,P006,2025-04-18,2025-04-20,5,0.05,FedEx
ORD035659,C2644,P006,2025-09-14,2025-09-17,4,0.15,FedEx
ORD035660,C4689,P002,2025-05-01,2025-05-12,3,0.05,SwiftEx
ORD035661,C3072,P003,2025-11-03,2025-11-06,2,0.25,FedEx
ORD035662,C4552,P001,2025-01-07,2025-01-09,1,0.05,DHL
ORD035663,C0255,P001,2025-04-26,2025-04-30,1,0.00,DHL
ORD035664,C3909,P001,2026-02-24,2026-02-26,2,0.05,DHL
ORD035665,C3364,P007,2025-11-02,2025-11-04,2,0.10,DHL
ORD035666,C2287,P004,2026-04-13,2026-04-15,5,0.00,BlueDart
ORD035667,C3133,P007,2025-09-05,2025-09-08,1,0.00,BlueDart
ORD035668,C2649,P002,2025-09-02,2025-09-05,2,0.00,DHL
ORD035669,C3374,P002,2025-08-23,2025-08-24,5,0.00,DHL
ORD035670,C4564,P006,2025-02-02,2025-02-14,5,0.15,SwiftEx
ORD035671,C2976,P007,2025-03-06,2025-03-08,4,0.15,BlueDart
ORD035672,C3070,P005,2026-02-25,2026-02-28,2,0.15,BlueDart
ORD035673,C3294,P004,2025-07-01,2025-07-03,4,0.10,BlueDart
ORD035674,C4585,P005,2025-10-26,2025-10-27,2,0.15,DHL
ORD035675,C0077,P001,2026-01-15,2026-01-19,5,0.00,BlueDart
ORD035676,C4047,P003,2025-12-08,2025-12-10,4,0.20,BlueDart
ORD035677,C2414,P007,2026-03-30,2026-03-31,3,0.00,FedEx
ORD035678,C4636,P004,2025-04-03,2025-04-05,4,0.05,DHL
ORD035679,C2021,P004,2025-04-14,2025-04-16,5,0.00,DHL
ORD035680,C1681,P001,2026-02-08,2026-02-11,4,0.05,DHL
ORD035681,C0711,P006,2025-01-07,2025-01-09,3,0.05,BlueDart
ORD035682,C2572,P004,2025-08-21,2025-09-06,5,0.05,SwiftEx
ORD035683,C3588,P005,2025-05-10,2025-05-11,4,0.10,FedEx
ORD035684,C2833,P006,2025-12-13,2025-12-28,1,0.05,SwiftEx
ORD035685,C0152,P006,2025-06-12,2025-06-16,2,0.00,DHL
ORD035686,C4410,P007,2025-08-24,2025-08-28,2,0.15,FedEx
ORD035687,C1916,P005,2026-04-22,,5,0.05,FedEx
ORD035688,C3489,P006,2025-11-21,2025-11-24,1,0.15,DHL
ORD035689,C0616,P002,2025-12-06,2025-12-09,3,0.05,FedEx
ORD035690,C1619,P006,2025-11-10,2025-11-11,5,0.15,FedEx
ORD035691,C0921,P002,2025-09-24,2025-09-25,2,0.15,DHL
ORD035692,C3579,P001,2025-10-31,2025-11-04,4,0.05,BlueDart
ORD035693,C0196,P005,2025-12-11,2025-12-15,5,0.05,BlueDart
ORD035694,C3996,P005,2025-01-14,2025-01-17,4,0.15,FedEx
ORD035695,C0344,P003,2025-12-10,2025-12-14,2,0.15,DHL
ORD035696,C3609,P006,2025-12-22,2025-12-25,4,0.10,BlueDart
ORD035697,C0078,P007,2025-10-18,2025-10-19,1,0.15,FedEx
ORD035698,C0897,P002,2025-08-30,2025-08-31,1,0.05,DHL
ORD035699,C4442,P003,2025-07-24,2025-07-28,1,0.25,DHL
ORD035700,C4819,P004,2025-12-10,2025-12-12,3,0.10,DHL
ORD035701,C2548,P003,2025-08-27,2025-08-31,4,0.30,BlueDart
ORD035702,C2778,P003,2026-02-14,2026-02-15,5,0.20,BlueDart
ORD035703,C4228,P003,2025-08-30,2025-09-01,3,0.20,BlueDart
ORD035704,C2785,P006,2025-09-26,2025-09-29,2,0.15,FedEx
ORD035705,C4908,P004,2026-04-03,2026-04-15,5,0.15,SwiftEx
ORD035706,C1041,P003,2025-10-02,2025-10-03,4,0.25,BlueDart
ORD035707,C0614,P002,2026-04-02,2026-04-13,5,0.15,SwiftEx
ORD035708,C1928,P003,2026-04-15,2026-04-19,1,0.20,FedEx
ORD035709,C4786,P004,2025-06-25,2025-06-27,2,0.05,FedEx
ORD035710,C4955,P002,2026-01-18,2026-01-22,3,0.15,DHL
ORD035711,C3849,P007,2025-03-26,2025-04-10,5,0.10,SwiftEx
ORD035712,C2982,P004,2026-03-22,2026-03-24,3,0.05,BlueDart
ORD035713,C1482,P007,2026-03-09,2026-03-10,2,0.00,FedEx
ORD035714,C2273,P007,2025-02-19,2025-02-21,1,0.15,FedEx
ORD035715,C4080,P002,2026-04-11,2026-04-22,2,0.00,SwiftEx
ORD035716,C4901,P005,2025-11-21,2025-11-24,3,0.15,FedEx
ORD035717,C0658,P004,2025-01-21,2025-01-22,4,0.05,BlueDart
ORD035718,C4061,P005,2025-01-19,2025-01-29,5,0.05,SwiftEx
ORD035719,C4770,P002,2025-07-24,2025-07-28,4,0.15,FedEx
ORD035720,C2666,P006,2025-07-14,2025-07-16,2,0.00,BlueDart
ORD035721,C3916,P002,2025-05-12,2025-05-14,2,0.05,FedEx
ORD035722,C2066,P003,2026-01-01,2026-01-16,2,0.30,SwiftEx
ORD035723,C1814,P005,2025-11-28,2025-11-29,2,0.00,FedEx
ORD035724,C3133,P004,2025-07-27,2025-07-30,2,0.05,BlueDart
ORD035725,C2901,P002,2026-04-20,2026-04-21,1,0.15,DHL
ORD035726,C0106,P002,2026-01-12,2026-01-28,1,0.05,SwiftEx
ORD035727,C2471,P002,2026-03-05,2026-03-06,2,0.05,BlueDart
ORD035728,C0897,P001,2026-04-20,2026-04-21,3,0.10,FedEx
ORD035729,C0128,P001,2025-05-20,2025-06-04,4,0.15,SwiftEx
ORD035730,C3403,P006,2026-01-09,2026-01-21,3,0.05,SwiftEx
ORD035731,C2096,P002,2025-01-15,2025-01-17,5,0.15,DHL
ORD035732,C2845,P006,2026-03-20,2026-04-01,1,0.10,SwiftEx
ORD035733,C3619,P006,2025-09-26,2025-10-10,1,0.05,SwiftEx
ORD035734,C0329,P003,2025-12-08,2025-12-09,5,0.25,FedEx
ORD035735,C4651,P004,2025-06-11,2025-06-13,2,0.10,FedEx
ORD035736,C4772,P001,2025-11-10,2025-11-12,4,0.15,DHL
ORD035737,C3702,P004,2026-02-25,2026-03-13,5,0.05,SwiftEx
ORD035738,C1752,P007,2025-06-05,2025-06-07,4,0.15,BlueDart
ORD035739,C2119,P001,2025-09-15,2025-09-26,3,0.00,SwiftEx
ORD035740,C2826,P007,2025-11-29,2025-12-03,4,0.15,BlueDart
ORD035741,C4624,P002,2025-01-28,2025-02-13,1,0.10,SwiftEx
ORD035742,C1041,P006,2025-12-02,2025-12-14,1,0.00,SwiftEx
ORD035743,C2867,P007,2025-03-31,2025-04-03,1,0.10,FedEx
ORD035744,C1289,P001,2025-04-01,2025-04-05,4,0.15,FedEx
ORD035745,C4525,P002,2025-05-24,2025-05-28,5,0.15,BlueDart
ORD035746,C1174,P003,2025-05-13,2025-05-27,4,0.20,SwiftEx
ORD035747,C1466,P002,2026-01-01,2026-01-02,3,0.00,FedEx
ORD035748,C0241,P006,2025-01-25,2025-02-09,2,0.10,SwiftEx
ORD035749,C3477,P005,2026-03-28,2026-04-07,3,0.15,SwiftEx
ORD035750,C4228,P002,2025-02-20,2025-02-21,5,0.15,FedEx
ORD035751,C1522,P004,2026-03-11,2026-03-15,3,0.05,DHL
ORD035752,C3638,P003,2025-07-16,2025-07-30,5,0.15,SwiftEx
ORD035753,C0777,P001,2026-04-21,2026-04-23,3,0.05,FedEx
ORD035754,C0361,P004,2025-02-16,2025-02-18,3,0.15,DHL
ORD035755,C4551,P007,2026-01-31,2026-02-12,1,0.00,SwiftEx
ORD035756,C1156,P007,2026-04-17,2026-04-27,3,0.15,SwiftEx
ORD035757,C4048,P001,2025-10-11,2025-10-22,4,0.10,SwiftEx
ORD035758,C1625,P005,2026-03-20,2026-04-05,2,0.15,SwiftEx
ORD035759,C2761,P004,2025-12-13,2025-12-15,2,0.10,DHL
ORD035760,C0519,P005,2025-07-07,2025-07-20,3,0.10,SwiftEx
ORD035761,C2385,P006,2025-08-24,2025-09-07,3,0.05,SwiftEx
ORD035762,C0333,P005,2026-03-31,2026-04-04,1,0.00,DHL
ORD035763,C4983,P004,2025-01-17,2025-01-20,1,0.00,FedEx
ORD035764,C3485,P003,2025-07-28,2025-08-01,1,0.20,FedEx
ORD035765,C3258,P001,2025-01-17,2025-01-28,4,0.00,SwiftEx
ORD035766,C4686,P004,2025-08-24,2025-09-03,3,0.00,SwiftEx
ORD035767,C2737,P007,2025-04-16,2025-04-30,1,0.15,SwiftEx
ORD035768,C3956,P007,2025-09-01,2025-09-03,1,0.00,FedEx
ORD035769,C3972,P006,2025-12-06,2025-12-08,4,0.15,BlueDart
ORD035770,C2515,P004,2025-08-25,2025-08-29,4,0.10,DHL
ORD035771,C3609,P001,2025-10-02,2025-10-18,1,0.15,SwiftEx
ORD035772,C3295,P005,2026-02-08,2026-02-10,3,0.10,FedEx
ORD035773,C2093,P007,2025-06-03,2025-06-05,4,0.15,DHL
ORD035774,C3638,P004,2026-03-16,2026-03-20,2,0.15,BlueDart
ORD035775,C4431,P005,2025-03-10,2025-03-23,4,0.00,SwiftEx
ORD035776,C0530,P001,2025-01-12,2025-01-13,5,0.10,FedEx
ORD035777,C4252,P005,2025-07-22,2025-07-26,5,0.00,DHL
ORD035778,C3313,P005,2025-11-19,2025-11-21,4,0.15,FedEx
ORD035779,C4986,P007,2025-09-19,2025-09-22,1,0.15,FedEx
ORD035780,C3464,P005,2025-05-27,2025-05-29,4,0.15,FedEx
ORD035781,C4981,P004,2025-03-20,2025-03-22,5,0.05,BlueDart
ORD035782,C1418,P007,2025-10-04,2025-10-05,4,0.05,FedEx
ORD035783,C1019,P005,2025-07-10,2025-07-11,1,0.05,BlueDart
ORD035784,C2394,P006,2025-04-24,2025-04-26,3,0.10,DHL
ORD035785,C0525,P005,2026-01-20,2026-02-02,4,0.00,SwiftEx
ORD035786,C2011,P005,2025-05-13,2025-05-17,3,0.00,BlueDart
ORD035787,C0212,P003,2025-11-27,2025-11-30,1,0.15,BlueDart
ORD035788,C2420,P004,2025-12-18,2025-12-28,1,0.00,SwiftEx
ORD035789,C2288,P001,2025-04-01,2025-04-02,3,0.10,BlueDart
ORD035790,C2888,P003,2026-02-11,2026-02-25,4,0.30,SwiftEx
ORD035791,C2175,P004,2025-04-05,2025-04-09,1,0.00,FedEx
ORD035792,C2572,P002,2025-08-26,2025-08-30,4,0.00,BlueDart
ORD035793,C0054,P007,2026-03-18,2026-03-19,4,0.05,DHL
ORD035794,C2636,P007,2025-01-15,2025-01-16,5,0.10,BlueDart
ORD035795,C2667,P007,2026-03-29,2026-03-30,1,0.10,FedEx
ORD035796,C0751,P006,2025-08-10,2025-08-13,5,0.00,DHL
ORD035797,C1654,P006,2026-02-26,2026-02-28,5,0.10,BlueDart
ORD035798,C3813,P002,2025-08-30,2025-09-01,5,0.10,BlueDart
ORD035799,C4220,P006,2025-11-10,2025-11-12,3,0.00,BlueDart
ORD035800,C4862,P007,2025-11-02,2025-11-06,2,0.00,DHL
ORD035801,C2262,P005,2025-06-01,2025-06-12,2,0.00,SwiftEx
ORD035802,C0505,P003,2025-05-25,2025-05-29,5,0.20,FedEx
ORD035803,C1089,P004,2026-03-19,2026-03-30,4,0.00,SwiftEx
ORD035804,C4919,P004,2026-02-16,2026-02-26,3,0.00,SwiftEx
ORD035805,C3144,P003,2025-03-04,2025-03-16,2,0.30,SwiftEx
ORD035806,C1311,P006,2025-11-04,2025-11-05,5,0.00,BlueDart
ORD035807,C4899,P007,2025-11-15,2025-11-17,4,0.00,DHL
ORD035808,C0307,P004,2025-04-24,2025-04-27,4,0.10,FedEx
ORD035809,C3050,P007,2026-02-19,2026-02-22,2,0.00,FedEx
ORD035810,C0869,P002,2025-02-05,2025-02-08,5,0.00,FedEx
ORD035811,C3679,P003,2025-02-27,2025-03-03,5,0.30,FedEx
ORD035812,C3088,P007,2025-03-21,2025-03-22,2,0.10,DHL
ORD035813,C2659,P004,2025-01-02,2025-01-03,5,0.10,FedEx
ORD035814,C0450,P005,2026-01-16,2026-01-20,1,0.15,FedEx
ORD035815,C3353,P007,2025-04-13,2025-04-15,1,0.10,FedEx
ORD035816,C1479,P003,2025-09-27,2025-10-11,4,0.25,SwiftEx
ORD035817,C4720,P007,2025-02-11,2025-02-13,4,0.05,FedEx
ORD035818,C0434,P007,2025-07-10,2025-07-13,3,0.00,DHL
ORD035819,C0424,P004,2025-08-02,2025-08-05,2,0.10,FedEx
ORD035820,C0159,P002,2025-01-05,2025-01-19,5,0.00,SwiftEx
ORD035821,C3912,P007,2025-10-07,2025-10-11,5,0.00,DHL
ORD035822,C3100,P003,2025-07-07,2025-07-11,1,0.30,BlueDart
ORD035823,C2709,P003,2025-03-30,2025-04-02,4,0.20,BlueDart
ORD035824,C0949,P001,2025-06-24,2025-06-28,1,0.00,FedEx
ORD035825,C1171,P003,2026-02-10,2026-02-12,4,0.20,BlueDart
ORD035826,C1113,P004,2025-07-17,2025-07-19,4,0.15,FedEx
ORD035827,C3018,P001,2025-04-11,,2,0.10,FedEx
ORD035828,C4719,P001,2025-09-03,2025-09-15,1,0.00,SwiftEx
ORD035829,C1833,P001,2026-01-10,2026-01-26,3,0.00,SwiftEx
ORD035830,C2900,P001,2026-03-27,2026-03-29,5,0.05,BlueDart
ORD035831,C4249,P007,2025-07-09,2025-07-19,3,0.15,SwiftEx
ORD035832,C0116,P006,2025-10-05,2025-10-16,2,0.10,SwiftEx
ORD035833,C4586,P006,2025-02-03,2025-02-19,5,0.00,SwiftEx
ORD035834,C1704,P005,2025-10-18,2025-10-19,4,0.15,BlueDart
ORD035835,C4073,P002,2025-05-24,2025-05-26,2,0.05,DHL
ORD035836,C1165,P004,2025-10-16,2025-10-17,2,0.15,FedEx
ORD035837,C0503,P004,2025-11-26,2025-11-29,1,0.15,FedEx
ORD035838,C4310,P005,2025-04-02,2025-04-16,4,0.15,SwiftEx
ORD035839,C2836,P001,2025-04-17,2025-04-30,2,0.10,SwiftEx
ORD035840,C4271,P002,2025-11-23,2025-11-24,3,0.00,DHL
ORD035841,C1026,P003,2025-05-13,2025-05-15,2,0.25,DHL
ORD035842,C0535,P004,2026-02-20,2026-02-21,4,0.15,FedEx
ORD035843,C2734,P002,2025-06-27,2025-06-28,2,0.00,DHL
ORD035844,C4230,P005,2026-04-06,2026-04-09,4,0.00,DHL
ORD035845,C2911,P003,2026-01-21,2026-01-23,2,0.30,FedEx
ORD035846,C1435,P007,2025-03-18,2025-03-22,3,0.15,DHL
ORD035847,C4779,P007,2025-06-27,2025-07-01,4,0.00,FedEx
ORD035848,C4350,P006,2026-01-21,2026-02-06,1,0.15,SwiftEx
ORD035849,C1112,P003,2025-04-24,2025-04-28,1,0.20,FedEx
ORD035850,C3566,P007,2025-09-06,2025-09-09,3,0.00,BlueDart
ORD035851,C1509,P007,2025-03-07,2025-03-10,4,0.10,DHL
ORD035852,C2791,P005,2026-03-30,2026-04-02,5,0.15,DHL
ORD035853,C0004,P001,2025-10-06,2025-10-17,3,0.05,SwiftEx
ORD035854,C1295,P007,2025-05-16,2025-05-17,2,0.00,BlueDart
ORD035855,C4109,P005,2025-10-09,2025-10-13,2,0.10,BlueDart
ORD035856,C2408,P002,2026-03-28,2026-03-30,1,0.10,FedEx
ORD035857,C3450,P006,2025-02-28,2025-03-16,4,0.05,SwiftEx
ORD035858,C4491,P007,2025-08-02,2025-08-18,3,0.15,SwiftEx
ORD035859,C4843,P004,2025-04-14,2025-04-25,5,0.00,SwiftEx
ORD035860,C2107,P002,2025-12-06,2025-12-21,3,0.00,SwiftEx
ORD035861,C3360,P003,2025-06-20,2025-06-21,4,0.25,FedEx
ORD035862,C2887,P003,2025-12-03,2025-12-04,2,0.15,DHL
ORD035863,C1358,P001,2026-02-22,2026-03-07,4,0.10,SwiftEx
ORD035864,C3305,P001,2025-09-04,2025-09-08,5,0.05,DHL
ORD035865,C3320,P005,2025-01-09,2025-01-11,1,0.10,FedEx
ORD035866,C4650,P005,2025-09-11,2025-09-13,1,0.10,DHL
ORD035867,C4007,P001,2025-09-12,2025-09-15,3,0.05,FedEx
ORD035868,C4210,P001,2025-11-21,2025-11-22,2,0.00,BlueDart
ORD035869,C2502,P004,2025-06-20,2025-06-24,2,0.05,DHL
ORD035870,C0169,P003,2025-01-16,2025-01-18,3,0.20,BlueDart
ORD035871,C3633,P007,2025-09-29,2025-10-01,4,0.00,DHL
ORD035872,C4915,P006,2025-12-10,2025-12-13,1,0.05,BlueDart
ORD035873,C4889,P003,2026-02-03,2026-02-06,5,0.15,FedEx
ORD035874,C4842,P003,2026-01-08,2026-01-23,3,0.30,SwiftEx
ORD035875,C2711,P007,2025-07-29,2025-08-01,2,0.05,DHL
ORD035876,C1970,P006,2026-01-28,2026-01-31,5,0.10,FedEx
ORD035877,C1521,P007,2025-01-31,2025-02-03,2,0.15,FedEx
ORD035878,C0636,P006,2025-08-11,2025-08-15,2,0.05,FedEx
