return_id,order_id,return_reason
RET205065,ORD039667,Late Delivery
RET205066,ORD039676,Late Delivery
RET205067,ORD039682,Late Delivery
RET205068,ORD039689,Late Delivery
RET205069,ORD039690,Late Delivery
RET205070,ORD039694,Defective
RET205071,ORD039695,Late Delivery
RET205072,ORD039697,Late Delivery
RET205073,ORD039698,Late Delivery
RET205074,ORD039712,Late Delivery
RET205075,ORD039723,Late Delivery
RET205076,ORD039730,Late Delivery
RET205077,ORD039747,Late Delivery
RET205078,ORD039762,Wrong Item
RET205079,ORD039766,Late Delivery
RET205080,ORD039794,Defective
RET205081,ORD039795,Late Delivery
RET205082,ORD039806,Late Delivery
RET205083,ORD039816,Late Delivery
RET205084,ORD039820,Defective
RET205085,ORD039822,Late Delivery
RET205086,ORD039825,Late Delivery
RET205087,ORD039827,Wrong Item
RET205088,ORD039836,Late Delivery
RET205089,ORD039837,Changed Mind
RET205090,ORD039839,Late Delivery
RET205091,ORD039882,Late Delivery
RET205092,ORD039902,Late Delivery
RET205093,ORD039915,Late Delivery
RET205094,ORD039921,Late Delivery
RET205095,ORD039929,Changed Mind
RET205096,ORD039932,Late Delivery
RET205097,ORD039938,Late Delivery
RET205098,ORD039944,Late Delivery
RET205099,ORD039947,Late Delivery
RET205100,ORD039976,Late Delivery
RET205101,ORD039990,Late Delivery
RET205102,ORD039994,Late Delivery
RET205103,ORD040001,Late Delivery
RET205104,ORD040003,Late Delivery
RET205105,ORD040004,Late Delivery
RET205106,ORD040014,Late Delivery
RET205107,ORD040028,Changed Mind
RET205108,ORD040029,Late Delivery
RET205109,ORD040043,Late Delivery
RET205110,ORD040047,Late Delivery
RET205111,ORD040058,Late Delivery
RET205112,ORD040064,Late Delivery
RET205113,ORD040073,Late Delivery
RET205114,ORD040080,Late Delivery
RET205115,ORD040089,Late Delivery
RET205116,ORD040091,Late Delivery
RET205117,ORD040093,Late Delivery
RET205118,ORD040100,Late Delivery
RET205119,ORD040104,Wrong Item
RET205120,ORD040110,Late Delivery
RET205121,ORD040129,Late Delivery
RET205122,ORD040130,Late Delivery
RET205123,ORD040135,Late Delivery
RET205124,ORD040141,Late Delivery
RET205125,ORD040147,Late Delivery
RET205126,ORD040149,Late Delivery
RET205127,ORD040150,Late Delivery
RET205128,ORD040155,Late Delivery
RET205129,ORD040156,Late Delivery
RET205130,ORD040167,Late Delivery
RET205131,ORD040172,Late Delivery
RET205132,ORD040174,Late Delivery
RET205133,ORD040175,Late Delivery
RET205134,ORD040184,Late Delivery
RET205135,ORD040188,Changed Mind
RET205136,ORD040195,Late Delivery
RET205137,ORD040202,Wrong Item
RET205138,ORD040209,Wrong Item
RET205139,ORD040210,Late Delivery
RET205140,ORD040211,Defective
RET205141,ORD040215,Late Delivery
RET205142,ORD040228,Late Delivery
RET205143,ORD040235,Late Delivery
RET205144,ORD040239,Late Delivery
RET205145,ORD040241,Late Delivery
RET205146,ORD040246,Late Delivery
RET205147,ORD040256,Late Delivery
RET205148,ORD040269,Late Delivery
RET205149,ORD040280,Late Delivery
RET205150,ORD040285,Late Delivery
RET205151,ORD040286,Late Delivery
RET205152,ORD040299,Late Delivery
RET205153,ORD040312,Late Delivery
RET205154,ORD040317,Late Delivery
RET205155,ORD040334,Defective
RET205156,ORD040344,Late Delivery
RET205157,ORD040345,Late Delivery
RET205158,ORD040350,Late Delivery
RET205159,ORD040351,Defective
RET205160,ORD040357,Late Delivery
RET205161,ORD040369,Late Delivery
RET205162,ORD040379,Late Delivery
RET205163,ORD040401,Late Delivery
RET205164,ORD040414,Late Delivery
RET205165,ORD040415,Late Delivery
RET205166,ORD040423,Late Delivery
RET205167,ORD040427,Late Delivery
RET205168,ORD040440,Late Delivery
RET205169,ORD040444,Late Delivery
RET205170,ORD040445,Late Delivery
RET205171,ORD040449,Late Delivery
RET205172,ORD040464,Late Delivery
RET205173,ORD040466,Late Delivery
RET205174,ORD040469,Defective
RET205175,ORD040477,Late Delivery
RET205176,ORD040483,Changed Mind
RET205177,ORD040491,Changed Mind
RET205178,ORD040519,Late Delivery
RET205179,ORD040528,Late Delivery
RET205180,ORD040530,Late Delivery
RET205181,ORD040532,Late Delivery
RET205182,ORD040554,Late Delivery
RET205183,ORD040582,Late Delivery
RET205184,ORD040605,Late Delivery
RET205185,ORD040612,Defective
RET205186,ORD040622,Late Delivery
RET205187,ORD040626,Wrong Item
RET205188,ORD040630,Late Delivery
RET205189,ORD040637,Late Delivery
RET205190,ORD040639,Late Delivery
RET205191,ORD040640,Late Delivery
RET205192,ORD040642,Late Delivery
RET205193,ORD040680,Late Delivery
RET205194,ORD040684,Late Delivery
RET205195,ORD040689,Defective
RET205196,ORD040726,Late Delivery
RET205197,ORD040730,Late Delivery
RET205198,ORD040732,Late Delivery
RET205199,ORD040734,Late Delivery
RET205200,ORD040738,Late Delivery
RET205201,ORD040759,Late Delivery
RET205202,ORD040763,Late Delivery
RET205203,ORD040769,Late Delivery
RET205204,ORD040783,Late Delivery
RET205205,ORD040790,Late Delivery
RET205206,ORD040806,Late Delivery
RET205207,ORD040807,Late Delivery
RET205208,ORD040814,Late Delivery
RET205209,ORD040838,Late Delivery
RET205210,ORD040842,Late Delivery
RET205211,ORD040845,Late Delivery
RET205212,ORD040847,Late Delivery
RET205213,ORD040860,Late Delivery
RET205214,ORD040870,Defective
RET205215,ORD040895,Changed Mind
RET205216,ORD040896,Defective
RET205217,ORD040897,Late Delivery
RET205218,ORD040900,Late Delivery
RET205219,ORD040901,Late Delivery
RET205220,ORD040913,Late Delivery
RET205221,ORD040916,Late Delivery
RET205222,ORD040917,Late Delivery
RET205223,ORD040923,Late Delivery
RET205224,ORD040927,Defective
RET205225,ORD040933,Late Delivery
RET205226,ORD040938,Late Delivery
RET205227,ORD040964,Late Delivery
RET205228,ORD040967,Late Delivery
RET205229,ORD040980,Late Delivery
RET205230,ORD040987,Late Delivery
RET205231,ORD040988,Late Delivery
RET205232,ORD041006,Late Delivery
RET205233,ORD041026,Late Delivery
RET205234,ORD041040,Late Delivery
RET205235,ORD041048,Late Delivery
RET205236,ORD041050,Changed Mind
RET205237,ORD041056,Late Delivery
RET205238,ORD041064,Late Delivery
RET205239,ORD041072,Late Delivery
RET205240,ORD041075,Late Delivery
RET205241,ORD041084,Late Delivery
RET205242,ORD041092,Late Delivery
RET205243,ORD041097,Late Delivery
RET205244,ORD041099,Late Delivery
RET205245,ORD041102,Late Delivery
RET205246,ORD041109,Late Delivery
RET205247,ORD041118,Late Delivery
RET205248,ORD041128,Late Delivery
RET205249,ORD041129,Late Delivery
RET205250,ORD041133,Late Delivery
RET205251,ORD041154,Defective
RET205252,ORD041167,Wrong Item
RET205253,ORD041174,Late Delivery
RET205254,ORD041175,Wrong Item
RET205255,ORD041177,Late Delivery
RET205256,ORD041187,Late Delivery
RET205257,ORD041189,Late Delivery
RET205258,ORD041193,Late Delivery
RET205259,ORD041196,Late Delivery
RET205260,ORD041215,Late Delivery
RET205261,ORD041227,Late Delivery
RET205262,ORD041235,Late Delivery
RET205263,ORD041238,Late Delivery
RET205264,ORD041251,Late Delivery
RET205265,ORD041253,Late Delivery
RET205266,ORD041264,Late Delivery
RET205267,ORD041272,Late Delivery
RET205268,ORD041275,Late Delivery
RET205269,ORD041283,Wrong Item
RET205270,ORD041286,Late Delivery
RET205271,ORD041295,Late Delivery
RET205272,ORD041312,Late Delivery
RET205273,ORD041315,Wrong Item
RET205274,ORD041320,Wrong Item
RET205275,ORD041326,Late Delivery
RET205276,ORD041334,Late Delivery
RET205277,ORD041336,Defective
RET205278,ORD041342,Late Delivery
RET205279,ORD041344,Late Delivery
RET205280,ORD041348,Late Delivery
RET205281,ORD041360,Late Delivery
RET205282,ORD041366,Late Delivery
RET205283,ORD041370,Late Delivery
RET205284,ORD041378,Late Delivery
RET205285,ORD041380,Late Delivery
RET205286,ORD041385,Late Delivery
RET205287,ORD041390,Late Delivery
RET205288,ORD041393,Late Delivery
RET205289,ORD041395,Late Delivery
RET205290,ORD041413,Late Delivery
RET205291,ORD041424,Late Delivery
RET205292,ORD041433,Defective
RET205293,ORD041434,Late Delivery
RET205294,ORD041444,Late Delivery
RET205295,ORD041464,Late Delivery
RET205296,ORD041468,Late Delivery
RET205297,ORD041478,Late Delivery
RET205298,ORD041481,Late Delivery
RET205299,ORD041515,Wrong Item
RET205300,ORD041521,Changed Mind
RET205301,ORD041534,Late Delivery
RET205302,ORD041537,Late Delivery
RET205303,ORD041541,Late Delivery
RET205304,ORD041544,Late Delivery
RET205305,ORD041548,Late Delivery
RET205306,ORD041549,Late Delivery
RET205307,ORD041567,Late Delivery
RET205308,ORD041576,Late Delivery
RET205309,ORD041582,Late Delivery
RET205310,ORD041593,Late Delivery
RET205311,ORD041599,Late Delivery
RET205312,ORD041608,Late Delivery
RET205313,ORD041629,Late Delivery
RET205314,ORD041639,Late Delivery
RET205315,ORD041652,Late Delivery
RET205316,ORD041661,Late Delivery
RET205317,ORD041671,Late Delivery
RET205318,ORD041701,Late Delivery
RET205319,ORD041702,Late Delivery
RET205320,ORD041708,Late Delivery
RET205321,ORD041709,Changed Mind
RET205322,ORD041724,Late Delivery
RET205323,ORD041731,Late Delivery
RET205324,ORD041740,Late Delivery
RET205325,ORD041742,Late Delivery
RET205326,ORD041745,Late Delivery
RET205327,ORD041757,Late Delivery
RET205328,ORD041759,Late Delivery
RET205329,ORD041762,Late Delivery
RET205330,ORD041766,Late Delivery
RET205331,ORD041769,Late Delivery
RET205332,ORD041770,Late Delivery
RET205333,ORD041780,Late Delivery
RET205334,ORD041795,Late Delivery
RET205335,ORD041797,Late Delivery
RET205336,ORD041811,Late Delivery
RET205337,ORD041824,Late Delivery
RET205338,ORD041842,Late Delivery
RET205339,ORD041845,Late Delivery
RET205340,ORD041846,Late Delivery
RET205341,ORD041848,Late Delivery
RET205342,ORD041851,Late Delivery
RET205343,ORD041860,Late Delivery
RET205344,ORD041862,Late Delivery
RET205345,ORD041867,Late Delivery
RET205346,ORD041868,Changed Mind
RET205347,ORD041870,Late Delivery
RET205348,ORD041874,Late Delivery
RET205349,ORD041882,Late Delivery
RET205350,ORD041884,Late Delivery
RET205351,ORD041886,Late Delivery
RET205352,ORD041889,Late Delivery
RET205353,ORD041892,Late Delivery
RET205354,ORD041893,Late Delivery
RET205355,ORD041898,Late Delivery
RET205356,ORD041912,Late Delivery
RET205357,ORD041914,Late Delivery
RET205358,ORD041917,Defective
RET205359,ORD041931,Late Delivery
RET205360,ORD041959,Late Delivery
RET205361,ORD041980,Late Delivery
RET205362,ORD041984,Late Delivery
RET205363,ORD041989,Late Delivery
RET205364,ORD041995,Late Delivery
RET205365,ORD041997,Defective
RET205366,ORD042000,Wrong Item
RET205367,ORD042004,Late Delivery
RET205368,ORD042005,Late Delivery
RET205369,ORD042007,Late Delivery
RET205370,ORD042013,Defective
RET205371,ORD042017,Defective
RET205372,ORD042027,Late Delivery
RET205373,ORD042040,Late Delivery
RET205374,ORD042049,Late Delivery
RET205375,ORD042052,Late Delivery
RET205376,ORD042080,Late Delivery
RET205377,ORD042115,Late Delivery
RET205378,ORD042124,Late Delivery
RET205379,ORD042130,Late Delivery
RET205380,ORD042157,Late Delivery
RET205381,ORD042160,Late Delivery
RET205382,ORD042168,Late Delivery
RET205383,ORD042169,Late Delivery
RET205384,ORD042178,Late Delivery
RET205385,ORD042181,Late Delivery
RET205386,ORD042186,Wrong Item
RET205387,ORD042188,Changed Mind
RET205388,ORD042194,Late Delivery
RET205389,ORD042206,Late Delivery
RET205390,ORD042208,Late Delivery
RET205391,ORD042213,Late Delivery
RET205392,ORD042216,Late Delivery
RET205393,ORD042218,Late Delivery
RET205394,ORD042223,Late Delivery
RET205395,ORD042225,Late Delivery
RET205396,ORD042232,Late Delivery
RET205397,ORD042241,Late Delivery
RET205398,ORD042243,Late Delivery
RET205399,ORD042274,Late Delivery
RET205400,ORD042279,Late Delivery
RET205401,ORD042280,Late Delivery
RET205402,ORD042300,Late Delivery
RET205403,ORD042317,Late Delivery
RET205404,ORD042325,Wrong Item
RET205405,ORD042326,Late Delivery
RET205406,ORD042340,Late Delivery
RET205407,ORD042344,Defective
RET205408,ORD042345,Late Delivery
RET205409,ORD042349,Late Delivery
RET205410,ORD042355,Late Delivery
RET205411,ORD042356,Late Delivery
RET205412,ORD042360,Late Delivery
RET205413,ORD042362,Late Delivery
RET205414,ORD042365,Late Delivery
RET205415,ORD042375,Late Delivery
RET205416,ORD042378,Late Delivery
RET205417,ORD042384,Late Delivery
RET205418,ORD042390,Late Delivery
RET205419,ORD042393,Late Delivery
RET205420,ORD042413,Changed Mind
RET205421,ORD042414,Late Delivery
RET205422,ORD042419,Late Delivery
RET205423,ORD042421,Late Delivery
RET205424,ORD042423,Late Delivery
RET205425,ORD042447,Late Delivery
RET205426,ORD042466,Late Delivery
RET205427,ORD042480,Late Delivery
RET205428,ORD042481,Late Delivery
RET205429,ORD042483,Late Delivery
RET205430,ORD042488,Late Delivery
RET205431,ORD042491,Late Delivery
RET205432,ORD042496,Late Delivery
RET205433,ORD042516,Late Delivery
RET205434,ORD042527,Late Delivery
RET205435,ORD042529,Late Delivery
RET205436,ORD042538,Late Delivery
RET205437,ORD042549,Defective
RET205438,ORD042593,Late Delivery
RET205439,ORD042597,Late Delivery
RET205440,ORD042624,Late Delivery
RET205441,ORD042625,Late Delivery
RET205442,ORD042632,Late Delivery
RET205443,ORD042635,Late Delivery
RET205444,ORD042641,Late Delivery
RET205445,ORD042667,Late Delivery
RET205446,ORD042673,Changed Mind
RET205447,ORD042698,Late Delivery
RET205448,ORD042715,Late Delivery
RET205449,ORD042721,Late Delivery
RET205450,ORD042740,Defective
RET205451,ORD042741,Late Delivery
RET205452,ORD042757,Late Delivery
RET205453,ORD042775,Late Delivery
RET205454,ORD042782,Late Delivery
RET205455,ORD042789,Late Delivery
RET205456,ORD042800,Late Delivery
RET205457,ORD042803,Late Delivery
RET205458,ORD042804,Late Delivery
RET205459,ORD042805,Late Delivery
RET205460,ORD042808,Late Delivery
RET205461,ORD042815,Late Delivery
RET205462,ORD042828,Late Delivery
RET205463,ORD042900,Late Delivery
RET205464,ORD042901,Late Delivery
RET205465,ORD042918,Late Delivery
RET205466,ORD042937,Late Delivery
RET205467,ORD042951,Late Delivery
RET205468,ORD042959,Changed Mind
RET205469,ORD042962,Late Delivery
RET205470,ORD042973,Late Delivery
RET205471,ORD042982,Defective
RET205472,ORD042989,Late Delivery
RET205473,ORD042997,Late Delivery
RET205474,ORD043003,Late Delivery
RET205475,ORD043005,Late Delivery
RET205476,ORD043010,Late Delivery
RET205477,ORD043011,Late Delivery
RET205478,ORD043013,Changed Mind
RET205479,ORD043014,Late Delivery
RET205480,ORD043022,Late Delivery
RET205481,ORD043051,Late Delivery
RET205482,ORD043062,Late Delivery
RET205483,ORD043088,Late Delivery
RET205484,ORD043093,Late Delivery
RET205485,ORD043096,Late Delivery
RET205486,ORD043097,Late Delivery
RET205487,ORD043114,Late Delivery
RET205488,ORD043117,Late Delivery
RET205489,ORD043118,Late Delivery
RET205490,ORD043124,Late Delivery
RET205491,ORD043127,Late Delivery
RET205492,ORD043130,Late Delivery
RET205493,ORD043133,Late Delivery
RET205494,ORD043144,Late Delivery
RET205495,ORD043170,Late Delivery
RET205496,ORD043172,Late Delivery
RET205497,ORD043198,Late Delivery
RET205498,ORD043208,Late Delivery
RET205499,ORD043211,Late Delivery
RET205500,ORD043213,Late Delivery
RET205501,ORD043217,Late Delivery
RET205502,ORD043229,Late Delivery
RET205503,ORD043238,Late Delivery
RET205504,ORD043254,Late Delivery
RET205505,ORD043267,Late Delivery
RET205506,ORD043270,Changed Mind
RET205507,ORD043277,Late Delivery
RET205508,ORD043282,Late Delivery
RET205509,ORD043285,Wrong Item
RET205510,ORD043297,Late Delivery
RET205511,ORD043300,Late Delivery
RET205512,ORD043313,Late Delivery
RET205513,ORD043315,Late Delivery
RET205514,ORD043317,Changed Mind
RET205515,ORD043338,Late Delivery
RET205516,ORD043382,Late Delivery
RET205517,ORD043387,Late Delivery
RET205518,ORD043401,Changed Mind
RET205519,ORD043402,Late Delivery
RET205520,ORD043403,Late Delivery
RET205521,ORD043406,Late Delivery
RET205522,ORD043409,Late Delivery
RET205523,ORD043410,Late Delivery
RET205524,ORD043412,Late Delivery
RET205525,ORD043413,Late Delivery
RET205526,ORD043418,Late Delivery
RET205527,ORD043424,Late Delivery
RET205528,ORD043440,Late Delivery
RET205529,ORD043443,Late Delivery
RET205530,ORD043449,Late Delivery
RET205531,ORD043450,Late Delivery
RET205532,ORD043453,Late Delivery
RET205533,ORD043465,Late Delivery
RET205534,ORD043469,Late Delivery
RET205535,ORD043484,Late Delivery
RET205536,ORD043489,Late Delivery
RET205537,ORD043500,Late Delivery
RET205538,ORD043510,Late Delivery
RET205539,ORD043511,Late Delivery
RET205540,ORD043513,Late Delivery
RET205541,ORD043515,Late Delivery
RET205542,ORD043534,Late Delivery
RET205543,ORD043535,Defective
RET205544,ORD043544,Changed Mind
RET205545,ORD043548,Late Delivery
RET205546,ORD043549,Late Delivery
RET205547,ORD043560,Defective
RET205548,ORD043568,Late Delivery
RET205549,ORD043573,Changed Mind
RET205550,ORD043577,Late Delivery
RET205551,ORD043579,Late Delivery
RET205552,ORD043594,Late Delivery
RET205553,ORD043595,Late Delivery
RET205554,ORD043599,Late Delivery
RET205555,ORD043602,Changed Mind
RET205556,ORD043609,Late Delivery
RET205557,ORD043610,Late Delivery
RET205558,ORD043612,Late Delivery
RET205559,ORD043638,Wrong Item
RET205560,ORD043660,Late Delivery
RET205561,ORD043682,Wrong Item
RET205562,ORD043703,Late Delivery
RET205563,ORD043711,Late Delivery
RET205564,ORD043722,Late Delivery
RET205565,ORD043728,Late Delivery
RET205566,ORD043731,Late Delivery
RET205567,ORD043733,Late Delivery
RET205568,ORD043739,Late Delivery
RET205569,ORD043748,Late Delivery
RET205570,ORD043758,Late Delivery
RET205571,ORD043759,Late Delivery
RET205572,ORD043761,Defective
RET205573,ORD043775,Late Delivery
RET205574,ORD043786,Late Delivery
RET205575,ORD043787,Late Delivery
RET205576,ORD043789,Late Delivery
RET205577,ORD043793,Late Delivery
RET205578,ORD043801,Late Delivery
RET205579,ORD043804,Late Delivery
RET205580,ORD043810,Late Delivery
RET205581,ORD043812,Late Delivery
RET205582,ORD043813,Defective
RET205583,ORD043845,Wrong Item
RET205584,ORD043858,Late Delivery
RET205585,ORD043872,Defective
RET205586,ORD043877,Late Delivery
RET205587,ORD043882,Late Delivery
RET205588,ORD043885,Late Delivery
RET205589,ORD043890,Late Delivery
RET205590,ORD043893,Late Delivery
RET205591,ORD043894,Late Delivery
RET205592,ORD043898,Late Delivery
RET205593,ORD043903,Late Delivery
RET205594,ORD043911,Late Delivery
RET205595,ORD043921,Late Delivery
RET205596,ORD043924,Late Delivery
RET205597,ORD043928,Late Delivery
RET205598,ORD043929,Late Delivery
RET205599,ORD043937,Late Delivery
RET205600,ORD043951,Late Delivery
RET205601,ORD043952,Late Delivery
RET205602,ORD043955,Late Delivery
RET205603,ORD043957,Late Delivery
RET205604,ORD043959,Late Delivery
RET205605,ORD043960,Late Delivery
RET205606,ORD043989,Late Delivery
RET205607,ORD043991,Late Delivery
RET205608,ORD044001,Late Delivery
RET205609,ORD044009,Late Delivery
RET205610,ORD044012,Late Delivery
RET205611,ORD044025,Late Delivery
RET205612,ORD044031,Late Delivery
RET205613,ORD044039,Late Delivery
RET205614,ORD044044,Late Delivery
RET205615,ORD044053,Wrong Item
RET205616,ORD044056,Late Delivery
RET205617,ORD044061,Wrong Item
RET205618,ORD044083,Late Delivery
RET205619,ORD044084,Late Delivery
RET205620,ORD044086,Late Delivery
RET205621,ORD044094,Late Delivery
RET205622,ORD044104,Late Delivery
RET205623,ORD044107,Late Delivery
RET205624,ORD044111,Late Delivery
RET205625,ORD044123,Late Delivery
RET205626,ORD044141,Late Delivery
RET205627,ORD044142,Late Delivery
RET205628,ORD044147,Late Delivery
RET205629,ORD044165,Wrong Item
RET205630,ORD044170,Late Delivery
RET205631,ORD044187,Late Delivery
RET205632,ORD044188,Late Delivery
RET205633,ORD044194,Late Delivery
RET205634,ORD044196,Late Delivery
RET205635,ORD044197,Late Delivery
RET205636,ORD044207,Late Delivery
RET205637,ORD044209,Defective
RET205638,ORD044211,Late Delivery
RET205639,ORD044238,Late Delivery
RET205640,ORD044239,Late Delivery
RET205641,ORD044263,Late Delivery
RET205642,ORD044266,Late Delivery
RET205643,ORD044303,Late Delivery
RET205644,ORD044310,Late Delivery
RET205645,ORD044312,Late Delivery
RET205646,ORD044318,Late Delivery
RET205647,ORD044329,Late Delivery
RET205648,ORD044333,Late Delivery
RET205649,ORD044335,Late Delivery
RET205650,ORD044340,Late Delivery
RET205651,ORD044350,Late Delivery
RET205652,ORD044359,Late Delivery
RET205653,ORD044362,Late Delivery
RET205654,ORD044401,Late Delivery
RET205655,ORD044414,Late Delivery
RET205656,ORD044419,Changed Mind
RET205657,ORD044427,Late Delivery
RET205658,ORD044433,Late Delivery
RET205659,ORD044439,Late Delivery
RET205660,ORD044449,Late Delivery
RET205661,ORD044450,Late Delivery
RET205662,ORD044464,Late Delivery
RET205663,ORD044481,Late Delivery
RET205664,ORD044483,Late Delivery
RET205665,ORD044485,Late Delivery
RET205666,ORD044486,Late Delivery
RET205667,ORD044505,Late Delivery
RET205668,ORD044510,Late Delivery
RET205669,ORD044518,Late Delivery
RET205670,ORD044519,Late Delivery
RET205671,ORD044520,Late Delivery
RET205672,ORD044545,Late Delivery
RET205673,ORD044563,Late Delivery
RET205674,ORD044564,Late Delivery
RET205675,ORD044567,Late Delivery
RET205676,ORD044575,Late Delivery
RET205677,ORD044576,Late Delivery
RET205678,ORD044586,Late Delivery
RET205679,ORD044588,Late Delivery
RET205680,ORD044590,Defective
RET205681,ORD044600,Late Delivery
RET205682,ORD044601,Late Delivery
RET205683,ORD044611,Late Delivery
RET205684,ORD044618,Late Delivery
RET205685,ORD044619,Late Delivery
RET205686,ORD044624,Late Delivery
RET205687,ORD044625,Late Delivery
RET205688,ORD044631,Late Delivery
RET205689,ORD044632,Late Delivery
RET205690,ORD044634,Late Delivery
RET205691,ORD044661,Late Delivery
RET205692,ORD044669,Defective
RET205693,ORD044674,Late Delivery
RET205694,ORD044675,Late Delivery
RET205695,ORD044676,Late Delivery
RET205696,ORD044682,Late Delivery
RET205697,ORD044683,Late Delivery
RET205698,ORD044685,Late Delivery
RET205699,ORD044692,Wrong Item
RET205700,ORD044695,Late Delivery
RET205701,ORD044700,Late Delivery
RET205702,ORD044715,Late Delivery
RET205703,ORD044717,Late Delivery
RET205704,ORD044729,Late Delivery
RET205705,ORD044730,Late Delivery
RET205706,ORD044750,Late Delivery
RET205707,ORD044754,Late Delivery
RET205708,ORD044761,Late Delivery
RET205709,ORD044768,Late Delivery
RET205710,ORD044769,Late Delivery
RET205711,ORD044773,Late Delivery
RET205712,ORD044778,Late Delivery
RET205713,ORD044782,Late Delivery
RET205714,ORD044797,Late Delivery
RET205715,ORD044800,Late Delivery
RET205716,ORD044802,Late Delivery
RET205717,ORD044811,Late Delivery
RET205718,ORD044818,Late Delivery
RET205719,ORD044821,Late Delivery
RET205720,ORD044822,Late Delivery
RET205721,ORD044831,Late Delivery
RET205722,ORD044839,Late Delivery
RET205723,ORD044844,Late Delivery
RET205724,ORD044850,Late Delivery
RET205725,ORD044855,Late Delivery
RET205726,ORD044865,Late Delivery
RET205727,ORD044874,Late Delivery
RET205728,ORD044875,Late Delivery
RET205729,ORD044883,Late Delivery
RET205730,ORD044884,Late Delivery
RET205731,ORD044887,Changed Mind
RET205732,ORD044892,Late Delivery
RET205733,ORD044894,Late Delivery
RET205734,ORD044912,Late Delivery
RET205735,ORD044916,Late Delivery
RET205736,ORD044938,Late Delivery
RET205737,ORD044941,Late Delivery
RET205738,ORD044946,Late Delivery
RET205739,ORD044952,Late Delivery
RET205740,ORD044953,Late Delivery
RET205741,ORD044960,Late Delivery
RET205742,ORD044966,Defective
RET205743,ORD044970,Late Delivery
RET205744,ORD044976,Late Delivery
RET205745,ORD044992,Late Delivery
RET205746,ORD044993,Changed Mind
RET205747,ORD045000,Defective
RET205748,ORD045005,Late Delivery
RET205749,ORD045008,Late Delivery
RET205750,ORD045016,Late Delivery
RET205751,ORD045025,Late Delivery
RET205752,ORD045026,Late Delivery
RET205753,ORD045045,Late Delivery
RET205754,ORD045051,Late Delivery
RET205755,ORD045059,Late Delivery
RET205756,ORD045060,Late Delivery
RET205757,ORD045061,Late Delivery
RET205758,ORD045072,Late Delivery
RET205759,ORD045084,Late Delivery
RET205760,ORD045088,Late Delivery
RET205761,ORD045095,Changed Mind
RET205762,ORD045102,Late Delivery
RET205763,ORD045110,Late Delivery
RET205764,ORD045112,Late Delivery
RET205765,ORD045116,Wrong Item
RET205766,ORD045121,Late Delivery
RET205767,ORD045122,Wrong Item
RET205768,ORD045168,Late Delivery
RET205769,ORD045187,Late Delivery
RET205770,ORD045196,Late Delivery
RET205771,ORD045234,Late Delivery
RET205772,ORD045255,Late Delivery
RET205773,ORD045260,Defective
RET205774,ORD045264,Late Delivery
RET205775,ORD045265,Late Delivery
RET205776,ORD045266,Late Delivery
RET205777,ORD045276,Late Delivery
RET205778,ORD045296,Changed Mind
RET205779,ORD045298,Late Delivery
RET205780,ORD045303,Wrong Item
RET205781,ORD045309,Late Delivery
RET205782,ORD045311,Late Delivery
RET205783,ORD045314,Late Delivery
RET205784,ORD045315,Late Delivery
RET205785,ORD045317,Late Delivery
RET205786,ORD045328,Late Delivery
RET205787,ORD045341,Wrong Item
RET205788,ORD045342,Wrong Item
RET205789,ORD045343,Late Delivery
RET205790,ORD045346,Late Delivery
RET205791,ORD045359,Defective
RET205792,ORD045361,Late Delivery
RET205793,ORD045370,Late Delivery
RET205794,ORD045375,Wrong Item
RET205795,ORD045385,Late Delivery
RET205796,ORD045388,Defective
RET205797,ORD045395,Late Delivery
RET205798,ORD045445,Late Delivery
RET205799,ORD045456,Late Delivery
RET205800,ORD045460,Late Delivery
RET205801,ORD045465,Late Delivery
RET205802,ORD045471,Defective
RET205803,ORD045484,Late Delivery
RET205804,ORD045487,Late Delivery
RET205805,ORD045489,Late Delivery
RET205806,ORD045495,Wrong Item
RET205807,ORD045499,Late Delivery
RET205808,ORD045503,Late Delivery
RET205809,ORD045510,Late Delivery
RET205810,ORD045522,Late Delivery
RET205811,ORD045531,Late Delivery
RET205812,ORD045539,Wrong Item
RET205813,ORD045545,Defective
RET205814,ORD045547,Late Delivery
RET205815,ORD045549,Wrong Item
RET205816,ORD045553,Late Delivery
RET205817,ORD045568,Late Delivery
RET205818,ORD045572,Late Delivery
RET205819,ORD045594,Late Delivery
RET205820,ORD045598,Late Delivery
RET205821,ORD045599,Late Delivery
RET205822,ORD045607,Late Delivery
RET205823,ORD045615,Late Delivery
RET205824,ORD045636,Late Delivery
RET205825,ORD045648,Late Delivery
RET205826,ORD045649,Late Delivery
RET205827,ORD045650,Late Delivery
RET205828,ORD045651,Late Delivery
RET205829,ORD045656,Late Delivery
RET205830,ORD045661,Late Delivery
RET205831,ORD045669,Changed Mind
RET205832,ORD045690,Late Delivery
RET205833,ORD045692,Late Delivery
RET205834,ORD045696,Late Delivery
RET205835,ORD045704,Late Delivery
RET205836,ORD045718,Late Delivery
RET205837,ORD045734,Late Delivery
RET205838,ORD045741,Late Delivery
RET205839,ORD045759,Late Delivery
RET205840,ORD045766,Late Delivery
RET205841,ORD045785,Late Delivery
RET205842,ORD045787,Late Delivery
RET205843,ORD045791,Late Delivery
RET205844,ORD045795,Late Delivery
RET205845,ORD045798,Late Delivery
RET205846,ORD045815,Defective
RET205847,ORD045816,Late Delivery
